
19981019,0.0,1773224.834,6.730676617718477,-4.055517554803767,-10.49941190712761,-8.935379905349437,-7.287125595204248,-2.592159908339538,1
19981020,0.7023913794940607,3140885.96400001,4.798861359247524,-5.907233656567641,-12.00040804975607,-9.582548205750644,-7.440722326039545,-3.4767138739516117,1
19981021,-0.12950950034646916,1044988.824,3.0819444835089604,-7.541123421403192,-13.309649160936953,-10.158403031519514,-7.104331217031319,-3.8523259292594174,0
19981022,1.3367987295816552,3319691.20800001,2.925645676850101,-7.752711383213912,-13.25713972048752,-9.580910023948011,-5.4247450738098735,-2.5959324145607843,0
19981023,-3.204170520208373,2824134.368,6.209647819224782,-4.8811317423805125,-10.338777037370775,-6.059111353521953,-1.3929400481132956,1.4419491938522484,0
19981026,-0.13612316391621093,3908791.402,8.305126186038597,-3.0999826654608436,-8.403798010962378,-3.9071715272803953,1.0440230105928598,3.154778621810069,0
19981027,0.5822723374449508,1606262.65,11.116554431364136,-0.7277259804043079,-5.88403087435986,-1.3937997578805963,3.518866285563009,4.625059633622043,1
19981028,0.5771607301042153,1391937.838,10.140890375004128,-1.7253510537079262,-6.555791292555679,-2.193566202605014,2.576690471243142,2.3457988385699804,1
19981029,1.293640374157288,1435750.042,8.253756824634955,-3.5492267317406054,-8.058690180722643,-3.4611901168939143,1.0417654892169967,-0.44938113007756314,1
19981030,0.15543925715013732,1345163.94,5.853085594078871,-5.818130813369076,-9.966342079364685,-4.937844006259634,-0.7168075430742751,-2.6053879477419235,1
19981102,-0.2637602293295651,1055053.664,4.838041850303395,-6.8136684272369115,-10.677898922707985,-5.163760359453024,-1.5121125411678062,-2.914296793367863,1
19981103,-0.5448311371898157,1694480.286,3.967539833195483,-7.632583534537139,-11.218953206722265,-5.172185738122321,-2.2580553580438596,-2.4367708108847426,1
19981104,0.5428306633125909,2290686.42,3.545503683356096,-8.002881899945875,-11.349292186349174,-4.64717292299466,-2.694280804001235,-1.6239416216021696,1
